"PolicyDefinitionName","DisplayName","Mode","PolicyType","Description","Metadata"
,"Azure Storage Account access keys should rotate on periodic basis","All","Custom","Microsoft recommends that you rotate your access keys periodically to keep your storage account secure. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-10-17T17:23:33.5112296Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:13:43.3248494Z}"
,"Key Vaults must have Soft Delete and Purge Protection enabled","All","Custom","Allows mitigation of possible compromising effects by ensuring sensitive credentials contained in Key Vaults. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-10-18T17:10:22.889946Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:25:01.086794Z}"
,"Use approved version of TLS for the CosmosDB","All","Custom","1.2 TLS ensures that all data passed between the web server and the web browser remain private and encrypted. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-10-19T19:34:54.4334271Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:19:41.5541982Z}"
,"Azure Load Balancer with no Backend Pools should be removed","Indexed","Custom","The backend pool is a critical componenet of Load Balancer since it defines the group of resources that will serve traffic for a given load-balancing rule. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-10-24T19:06:24.7829519Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:14:26.4586847Z}"
,"Key Vault must have public access disabled","All","Custom","Disable public network access for your key vault so that it's not accessible over the public internet. This can reduce data leakage risks. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-02-06T23:02:53.9556531Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:20:54.6207424Z}"
,"Enforce Automatic Upgrade policy in VMSS","Indexed","Custom","The Upgrade Policy for a Virtual Machine Scale Set determines how VMs are brought up-to-date with the latest scale set model. For more information please reach out to Cloud Gov Tenant Baseline Controls cloudgovtbcontrols@microsoft.com. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{category=Compute; version=1.0.0; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-02-08T22:03:45.1760121Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:51:58.8099127Z}"
,"Synapse workspace SQL pools must have only Microsoft Entra ID based authentication enabled","Indexed","Custom","Microsoft Entra-only authentication improves security by ensuring that Synapse Workspaces exclusively require Microsoft Entra identities for authentication. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{version=1.0.0; category=Synapse; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-02-15T17:57:18.0163594Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:07:03.6920049Z}"
,"Public network access on Azure SQL Database should be disabled","Indexed","Custom","Disabling the public network access property improves security by ensuring your Azure SQL Database can only be accessed from a private endpoint. This configuration denies all logins that match IP or virtual network based firewall rules.","@{version=1.1.0; category=SQL; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:45:15.0021695Z; updatedBy=570e558a-9885-4ac8-bd02-11553e45533b; updatedOn=2024-05-17T19:06:09.4148817Z}"
,"Configure storage accounts to disable public network access","All","Custom","To improve the security of Storage Accounts, ensure that they aren't exposed to the public internet and can only be accessed from a private endpoint. Disable the public network access property as described in https://aka.ms/storageaccountpublicnetworkaccess. This option disables access from any public address space outside the Azure IP range, and denies all logins that match IP or virtual network-based firewall rules. This reduces data leakage risks.","@{version=1.0.1; category=Storage; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:54:10.0806574Z; updatedBy=570e558a-9885-4ac8-bd02-11553e45533b; updatedOn=2024-05-17T19:15:48.5750942Z}"
,"Configure Azure Data Explorer to disable public network access","Indexed","Custom","Disabling the public network access property improves security by ensuring Azure Data Explorer can only be accessed from a private endpoint. This configuration denies all logins that match IP or virtual network based firewall rules.","@{version=1.0.0; category=Azure Data Explorer; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:54:16.7628934Z; updatedBy=570e558a-9885-4ac8-bd02-11553e45533b; updatedOn=2024-05-17T20:22:50.8453202Z}"
,"Configure Data Factories to disable public network access","Indexed","Custom","Disabling the public network access property improves security by ensuring your Azure Data Factory can only be accessed from a private endpoint.","@{version=1.0.0; category=Data Factory; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:54:21.5087452Z}"
,"Azure SQL Managed Instances should disable public network access","Indexed","Custom","Disabling public network access (public endpoint) on Azure SQL Managed Instances improves security by ensuring that they can only be accessed from inside their virtual networks or via Private Endpoints. To learn more about public network access, visit https://aka.ms/mi-public-endpoint.","@{version=1.0.0; category=SQL; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:54:25.6906884Z}"
,"Azure Cosmos DB accounts should have firewall rules","All","Custom","Firewall rules should be defined on your Azure Cosmos DB accounts to prevent traffic from unauthorized sources. Accounts that have at least one IP rule defined with the virtual network filter enabled are deemed compliant. Accounts disabling public access are also deemed compliant.","@{version=2.0.0; category=Cosmos DB; createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-04-22T18:55:31.4635634Z; updatedBy=570e558a-9885-4ac8-bd02-11553e45533b; updatedOn=2024-05-17T19:23:44.3478901Z}"
,"Enable security logging in Front Door","Indexed","Custom","Ensures that users have enabled diagnostic settings for Azure Front Door. This security telemetry is crucial for forensic investigation purposes. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T22:58:40.327815Z}"
,"Azure CosmosDB Read Master Keys must be rotated on Periodic Basis","Indexed","Custom","Cosmos DB can use primary/secondary keys (shared secrets) to control access to data. Shared secret allowing any management or data operation. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T22:59:26.4858371Z}"
,"Enable security logging in Redis Enterprise","Indexed","Custom","Ensures that users have enabled diagnostic settings for Azure Redis Enterprise. This security telemetry is crucial for forensic investigation purposes. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T22:59:50.002989Z}"
,"Use Approved Secure Client Protocol for Redis Enterprise","Indexed","Custom","Ensures that all data passed between the web server and the web browser remain private and encrypted. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T23:00:05.4467332Z}"
,"Use Approved Version of TLS for Redis Enterprise","Indexed","Custom","Ensures that all data passed between the web server and the web browser remain private and encrypted. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T23:00:16.1470312Z}"
,"Use approved version of TLS for Azure Database for PostgreSQL Servers","All","Custom","Azure Database for PostgreSQL to enforce minimum TLS 1.2 version for connections thereby enhancing the network security. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-08-14T23:00:28.7378665Z}"
,"Protect Internet First Applications with Azure FrontDoor classic and WAF","Indexed","Custom","Internet First Applications have a huge attack surface, and risk must be minimized using WAF association. For more information, identify the Control Name in 'Protections and Remediations' table from https://aka.ms/cloudgov-policies-and-remediations. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2024-09-10T18:39:22.0480793Z}"
,"Azure Front Door Standard and Premium should be running minimum TLS version of 1.2","All","Custom","Setting minimal TLS version to 1.2 improves security by ensuring your custom domains are accessed from clients using TLS 1.2 or newer. For more information please reach out to Cloud Gov Tenant Baseline Controls cloudgovtbcontrols@microsoft.com. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-05-09T20:55:15.3072695Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:22:14.6167793Z}"
,"Configure secure communication protocols(TLS 1.1 or TLS 1.2) on Windows servers","Indexed","Custom","Creates a Guest Configuration assignment to configure specified secure protocol version(TLS 1.1 or TLS 1.2) on Windows server. For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{version=1.0.0; category=Guest Configuration; requiredProviders=System.Object[]; guestConfiguration=; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-05-25T02:39:26.9226079Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:36:58.7108907Z}"
,"Deploy Microsoft Defender for Endpoint agent on Windows virtual machines","Indexed","Custom","This policy is required by control - https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Ensure%20all%20devices%20have%20anti-malware%20protection%20installed%20and%20enabled.aspx. To raise exception https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Azure-Tenant-Baseline-Exception-Process.aspx. For questions please contact cloudgovtbcontrols@microsoft.com.","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-01T22:48:14.6593069Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:27:55.2312064Z}"
,"Deploy Microsoft Defender for Endpoint agent on Linux virtual machines.","Indexed","Custom","This policy is required by control - https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Ensure%20all%20devices%20have%20anti-malware%20protection%20installed%20and%20enabled.aspx. To raise exception https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Azure-Tenant-Baseline-Exception-Process.aspx. For questions please contact cloudgovtbcontrols@microsoft.com.","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-01T22:48:26.8336464Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2023-08-02T21:16:36.6174929Z}"
,"Deploy Microsoft Defender for Endpoint agent on Windows Azure Arc machines.","Indexed","Custom","This policy is required by control - https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Ensure%20all%20devices%20have%20anti-malware%20protection%20installed%20and%20enabled.aspx. To raise exception https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Azure-Tenant-Baseline-Exception-Process.aspx. For questions please contact cloudgovtbcontrols@microsoft.com","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-01T22:49:41.1318023Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:28:09.1182345Z}"
,"Deploy Microsoft Defender for Endpoint agent on Linux hybrid machines","Indexed","Custom","This policy is required by control - https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Ensure%20all%20devices%20have%20anti-malware%20protection%20installed%20and%20enabled.aspx. To raise exception https://microsoft.sharepoint.com/teams/AzureTenantBaseline2/SitePages/Azure-Tenant-Baseline-Exception-Process.aspx. For questions please contact cloudgovtbcontrols@microsoft.com","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-01T22:50:38.8413972Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2023-08-02T21:16:53.1092771Z}"
,"Use approved version of TLS for Redis Cache","Indexed","Custom","Use approved version of TLS for Redis Cache. For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-15T19:05:00.1127238Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-20T19:08:03.8214385Z}"
,"AAD extension must be deployed to the Linux VM","All","Custom","To improve the security of Linux virtual machines (VMs) in Azure enabling Active Directory (Azure AD) authentication is required. For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-16T21:00:02.9435493Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:07:24.2445204Z}"
,"Azure Bastion Shareable Links Must Not Be Used","All","Custom","Shareable links allow users with local credentials to bypass primary authentication to Azure, MFA requirements, and Network Segmentation by allowing direct connectivity to VMs using the link provided.For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-08-22T20:59:30.865617Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:53:38.0029876Z}"
,"Enable MDE Integration Setting in Microsoft Defender for Cloud_V2","All","Custom",,"@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-10-12T20:48:35.48095Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:24:36.8346661Z}"
,"Enable MDE Unified Solution in Microsoft Defender for Cloud_V2","All","Custom","Microsoft Defender for Endpoint is an enterprise endpoint security platform designed to help enterprise networks prevent, detect, investigate, and respond to advanced threats.​​​​​​​ For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-10-12T20:48:47.1989291Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:55:52.221774Z}"
,"Enable MDE for Linux in Microsoft Defender for Cloud_V2","All","Custom","Microsoft Defender for Endpoint is an enterprise endpoint security platform designed to help enterprise networks prevent, detect, investigate, and respond to advanced threats.​​​​​​​ For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-10-12T20:48:59.2630007Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:53:56.4054473Z}"
,"Enable Azure AD Only Authentication for SQL Server","Indexed","Custom","Azure AD authentication is centrally managed identities of database users and prevents the proliferation of user identities across servers, enforcing AAD authentication Only. For more information please reach out to Cloud Gov Tenant Baseline Controls <cloudgovtbcontrols@microsoft.com>. If an incident is related to following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/create?tmpl=e2042","@{version=1.0.0; category=SQL; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2023-11-14T20:43:00.0844582Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-05-13T18:37:53.3883548Z}"
,"[DSR-Audit] Require Managed Identity Federated Credentials from AKS Self-managed Clusters from Trusted Blob Storage Accounts","All","Custom","Require Managed Identity Federated Credentials from AKS Self-managed Clusters from Trusted Blob Storage Accounts","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-05-29T01:06:22.6239385Z}"
,"[DSR-Audit] Require Managed Identity Federated Credentials from Azure DevOps from trusted organizations","All","Custom","Require Managed Identity Federated Credentials from Azure DevOps from trusted organizations","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-05-29T01:07:29.7135009Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-05-29T01:12:27.0229256Z}"
,"[DSR-Audit] Require Managed Identity Federated Credentials from AKS from trusted tenants","All","Custom","Require Managed Identity Federated Credentials from AKS from trusted tenants","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-05-29T01:12:57.4205377Z}"
,"[DSR-Audit] Require Managed Identity Federated Credentials from allowed issuer types","All","Custom","Require Managed Identity Federated Credentials from allowed issuer types","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-05-29T01:14:20.3902747Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-05-29T01:39:11.3343293Z}"
,"[DSR-Deny]Require Managed Identity Federated Credentials from allowed issuer types","All","Custom","[DSR-Deny]Require Managed Identity Federated Credentials from allowed issuer types. If this policy is blocking your service, please read details @ https://aka.ms/msificpolicy","@{version=1.0.0; owner=IAMAADENG@microsoft.com; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-07-09T16:40:47.8207851Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-17T19:29:42.9852954Z}"
,"Enable Virtual Network Flow Logs North Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:40:15.751357Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:28:22.3908281Z}"
,"Enable Virtual Network Flow Logs South India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-08-01T18:43:06.0295548Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:28:39.0816049Z}"
,"Enable Virtual Network Flow Logs Canada Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:11:02.3166191Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:36:24.4087313Z}"
,"Enable Virtual Network Flow Logs Central India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:14:39.4552377Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:36:46.2199658Z}"
,"Enable Virtual Network Flow Logs Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:19:17.4185827Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:36:58.6640507Z}"
,"Enable Virtual Network Flow Logs East Asia Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:20:21.919756Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:37:12.4999965Z}"
,"Enable Virtual Network Flow Logs East US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:43:30.6681779Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:37:27.039561Z}"
,"Enable Virtual Network Flow Logs France Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:44:13.2837008Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:37:39.6496024Z}"
,"Enable Virtual Network Flow Logs Israel Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:45:07.838336Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:37:54.7945202Z}"
,"Enable Virtual Network Flow Logs Korea Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:47:43.7227397Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:38:18.4909316Z}"
,"Enable Virtual Network Flow Logs South Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:52:00.9395103Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:38:56.6510895Z}"
,"Enable Virtual Network Flow Logs South India Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:53:39.2645557Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:39:25.3648386Z}"
,"Enable Virtual Network Flow Logs UK West Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:57:38.5650948Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:40:04.032623Z}"
,"Enable Virtual Network Flow Logs West Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-12-05T17:58:19.0562711Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-09T22:40:17.7099028Z}"
